,arch,total params,train loss,valid loss,mae_valid,rmse_valid,time,epochs
0,PatchTST,6318090,8.273975372314453,8.237536430358887,8.704080581665039,9.129759788513184,26,50
1,PatchTST,6318090,7.800346851348877,8.069210052490234,8.47081184387207,9.755291938781738,104,200
2,PatchTST,6318090,7.91542387008667,8.058500289916992,8.486401557922363,9.425593376159668,78,150
3,PatchTST,6318090,8.059577941894531,8.048683166503906,8.487838745117188,9.153543472290039,52,100
4,PatchTST,6318090,7.502046585083008,7.921513557434082,8.200248718261719,10.361818313598633,182,350
5,PatchTST,6318090,7.572687149047852,7.878561973571777,8.191134452819824,10.020743370056152,156,300
6,PatchTST,6318090,7.657687187194824,7.828024864196777,8.18847370147705,9.673945426940918,130,250
7,PatchTST,6318090,7.371114253997803,7.813194274902344,8.063769340515137,10.481366157531738,208,400
8,PatchTST,6318090,7.314522743225098,7.774930000305176,7.999770164489746,10.670572280883789,235,450
9,PatchTST,6318090,7.167264938354492,7.622473239898682,7.873918056488037,10.628361701965332,261,500
10,PatchTST,6318090,7.068713665008545,7.384585380554199,7.614181995391846,10.409093856811523,286,550
11,PatchTST,6318090,6.9556097984313965,7.289003849029541,7.50888729095459,10.384453773498535,311,600
